Reported Date,Total Dead and Missing,Location Coordinates
"April 15, 2021",41,"34.76811471, 10.85960062"
"April 15, 2021",1,"41.6738919, 26.46499074"
"April 15, 2021",1,"26.65278451, -98.11397627"
"April 15, 2021",1,"9.525310189, 45.53662268"
"April 15, 2021",1,"31.685517, -111.776332"
"April 15, 2021",1,"31.42974319, -110.9780321"
"April 15, 2021",1,"32.44706, -113.10175"
"April 15, 2021",1,"32.67161, -115.52638"
"April 15, 2021",1,"32.68642, -115.45545"
"April 15, 2021",1,"31.916582, -102.229673"
"April 16, 2021",1,"26.1865678, -98.22579399"
"April 16, 2021",1,"14.84172051, -92.31793706"
"April 16, 2021",1,"28.6936675, -100.5106763"
"April 16, 2021",1,"31.3327, -110.99101"
"April 17, 2021",1,"33.25433412, 11.49846374"
"April 17, 2021",1,"27.28385151, -98.68701863"
"April 17, 2021",1,"32.817824, 12.450931"
"April 17, 2021",1,"32.70554, -115.03065"
"April 17, 2021",1,"44.807091, 15.926243"
"April 18, 2021",1,"43.34150604, -1.776485694"
"April 18, 2021",1,"30.27629382, 57.0662465"
"April 19, 2021",1,"52.307985, 4.753107"
"April 19, 2021",3,"8.033327732, -72.41635263"
"April 19, 2021",1,"36.07730236, 49.87005574"
"April 19, 2021",1,"28.89461767, 50.90279461"
"April 20, 2021",9,"35.93540838, 0.074290332"
"April 20, 2021",2,"17.66969471, -93.4777546"
"April 21, 2021",6,"19.70340863, 37.19738699"
"April 21, 2021",2,"32.94797295, 13.19404548"
"April 21, 2021",1,"10.57512792, 49.05749537"
"April 21, 2021",1,"35.68940913, 51.38958967"
"April 21, 2021",1,"27.82817, 52.32536"
"April 22, 2021",1,"32.86244029, 13.43844999"
"April 22, 2021",1,"32.79270254, 12.67244146"
"April 22, 2021",1,"28.02611051, -99.54236303"
"April 22, 2021",128,"33.740667, 13.626167"
"April 22, 2021",2,"33.740667, 13.626167"
"April 22, 2021",17,"10.0202063, -61.96663946"
"April 22, 2021",1,"26.25732783, -98.59817457"
"April 22, 2021",2,"3.439303091, -76.54750898"
"April 22, 2021",2,"17.47654794, -91.40864085"
"April 22, 2021",1,"31.885772, -111.96678"
"April 22, 2021",1,"27.99566687, 57.72427834"
"April 23, 2021",1,"28.72884175, -100.5094583"
"April 23, 2021",1,"26.07712504, -98.22456289"
"April 23, 2021",1,"28.95046741, 57.57054013"
"April 24, 2021",3,"35.81514383, -5.35131574"
"April 24, 2021",1,"28.70492867, -100.5123343"
"April 24, 2021",1,"37.56427965, 44.95937698"
"April 24, 2021",1,"32.81375148, 51.66861535"
"April 25, 2021",2,"35.82318233, -5.352174047"
"April 25, 2021",1,"29.32384331, -100.9195537"
"April 25, 2021",1,"25.8839311, -97.49782897"
"April 25, 2021",1,"31.885772, -111.96678"
"April 25, 2021",1,"29.42595636, -98.52277691"
"April 25, 2021",1,"35.68940913, 51.38958967"
"April 25, 2021",1,"29.2661428, 51.2120597"
"April 25, 2021",1,"27.99566687, 57.72427834"
"April 25, 2021",1,"36.8127762, 59.0964723"
"April 25, 2021",1,"28.95046741, 57.57054013"
"April 25, 2021",1,"29.63186286, 52.51236196"
"April 25, 2021",1,"36.66547268, 59.13055843"
"April 26, 2021",56,"23.447654, -18.151759"
"April 26, 2021",1,"32.79270254, 12.67244146"
"April 26, 2021",1,"28.70492867, -100.5123343"
"April 26, 2021",1,"28.6936675, -100.5106763"
"April 26, 2021",1,"32.14593, -113.16837"
"April 26, 2021",1,"36.07730236, 49.87005574"
"April 26, 2021",1,"32.25398987, 52.50577501"
"April 27, 2021",1,"-22.217558, 29.985716"
"April 27, 2021",1,"28.70492867, -100.5123343"
"April 27, 2021",1,"32.03135067, -111.2738148"
"April 27, 2021",1,"32.670309, -115.428527"
"April 28, 2021",1,"33.23136296, 11.490224"
"April 28, 2021",1,"31.680719, -111.083965"
"April 28, 2021",1,"27.26241605, 55.78450707"
"April 28, 2021",1,"27.26241605, 55.78450707"
"April 29, 2021",1,"27.50628075, -97.84180735"
"April 29, 2021",1,"32.554722, -116.887778"
"April 29, 2021",1,"35.78275109, -5.92968834"
"April 29, 2021",1,"28.6936675, -100.5106763"
"April 29, 2021",1,"29.63186286, 52.51236196"
"April 30, 2021",1,"9.525310189, 45.53662268"
"April 30, 2021",1,"32.036652, -113.094207"
"April 30, 2021",1,"29.63186286, 52.51236196"
"May 01, 2021",1,"7.91681734, -72.46274762"
"May 01, 2021",1,"32.631388, -116.008278"
"May 02, 2021",11,"32.79270254, 12.67244146"
"May 02, 2021",4,"32.66161, -117.247942"
"May 02, 2021",1,"36.99851907, 7.210512443"
"May 02, 2021",1,"28.3473325, -100.3153453"
"May 02, 2021",1,"32.0014, -112.170333"
"May 02, 2021",1,"32.25398987, 52.50577501"
"May 02, 2021",1,"29.47645121, 60.86744515"
"May 03, 2021",1,"32.79270254, 12.67244146"
"May 03, 2021",1,"41.6738919, 26.46499074"
"May 03, 2021",1,"31.4814, -109.333"
"May 04, 2021",1,"29.36820243, -103.7272989"
"May 04, 2021",1,"28.68098753, -100.5076016"
"May 04, 2021",1,"31.90148, -112.45955"
"May 05, 2021",1,"14.89857673, -92.2712676"
"May 05, 2021",1,"27.35022729, 62.35316592"
"May 06, 2021",1,"7.916828413, -72.46265352"
"May 06, 2021",1,"32.405767, -111.682017"
"May 06, 2021",1,"29.63186286, 52.51236196"
"May 06, 2021",1,"32.70531, -115.21855"
"May 07, 2021",1,"41.256447, 26.336691"
"May 07, 2021",1,"32.94011015, 12.08667864"
"May 07, 2021",1,"32.406471, -111.88266"
"May 07, 2021",1,"29.63186286, 52.51236196"
"May 09, 2021",1,"32.79305271, 12.72579484"
"May 09, 2021",22,"32.90649949, 13.70553396"
"May 09, 2021",1,"17.81709183, -95.26888543"
"May 09, 2021",1,"29.63186286, 52.51236196"
"May 09, 2021",1,"28.91397523, 50.92710097"
"May 10, 2021",26,"32.79371255, 14.58251016"
"May 10, 2021",2,"32.94136633, 12.07871599"
"May 10, 2021",8,"-12.909671683, 45.07501499"
"May 10, 2021",1,"32.25398987, 52.50577501"
"May 11, 2021",4,"16.13161001, -92.0644565"
"May 11, 2021",1,"31.35874, -109.73311"
"May 11, 2021",2,"27.03442399, 14.42523921"
"May 12, 2021",1,"32.79270254, 12.67244146"
"May 12, 2021",1,"26.92134737, -80.06269146"
"May 12, 2021",3,"16.24365608, -92.12384666"
"May 13, 2021",17,"33.5987042, 11.10679088"
"May 13, 2021",1,"31.34606, -110.91251"
"May 13, 2021",1,"21.25987136, 1.037933966"
"May 14, 2021",1,"32.62844, -116.4721918"
"May 14, 2021",1,"31.939967, -112.144067"
"May 14, 2021",1,"29.63186286, 52.51236196"
"May 15, 2021",1,"33.33194008, 11.16826633"
"May 15, 2021",1,"33.76538163, 11.02563647"
"May 15, 2021",1,"31.93468, -112.89613"
"May 15, 2021",1,"31.4640917, -111.04191"
"May 15, 2021",1,"32.70290613, -114.6899039"
"May 16, 2021",1,"32.758691, -114.81577"
"May 17, 2021",1,"35.87186947, -5.343137653"
"May 17, 2021",57,"34.15134555, 11.75184166"
"May 17, 2021",1,"32.817824, 12.450931"
"May 17, 2021",1,"25.8839311, -97.49782897"
"May 17, 2021",1,"30.89202146, 61.68389773"
"May 17, 2021",1,"30.89202146, 61.68389773"
"May 18, 2021",1,"32.30748, -113.25067"
"May 18, 2021",2,"32.31397, -113.252225"
"May 18, 2021",1,"27.156479, -98.191523"
"May 19, 2021",1,"35.76885, -1.17275"
"May 19, 2021",20,"33.72837934, -7.889767254"
"May 19, 2021",1,"31.3420069, -109.6304977"
"May 19, 2021",1,"4.554452679, -74.15113013"
"May 20, 2021",1,"32.8478017, -117.2787884"
"May 20, 2021",1,"35.87298041, -5.342553685"
"May 20, 2021",6,"33.01479981, 12.54897854"
"May 21, 2021",2,"32.79305271, 12.72579484"
"May 22, 2021",1,"32.94136633, 12.07871599"
"May 22, 2021",1,"32.79305271, 12.72579484"
"May 22, 2021",1,"30.8540853, -104.8845289"
"May 22, 2021",1,"35.88058358, -5.34191965"
"May 22, 2021",1,"43.34206817, -1.775902345"
"May 22, 2021",1,"32.20252803, -111.7138504"
"May 22, 2021",1,"29.63186286, 52.51236196"
"May 23, 2021",1,"32.99993552, 11.98125712"
"May 23, 2021",2,"41.24868623, 26.356414"
"May 23, 2021",1,"24.13731417, -15.58013699"
"May 23, 2021",11,"38.61598542, 2.302087261"
"May 23, 2021",1,"31.05124289, 61.50177317"
"May 23, 2021",1,"31.05124289, 61.50177317"
"May 23, 2021",1,"31.05124289, 61.50177317"
"May 24, 2021",2,"32.99993552, 11.98125712"
"May 24, 2021",1,"10.01320445, 49.04490709"
"May 24, 2021",1,"24.13731417, -15.58013699"
"May 24, 2021",1,"29.63186286, 52.51236196"
"May 24, 2021",1,"31.05124289, 61.50177317"
"May 25, 2021",1,"35.7961508, -5.907919411"
"May 25, 2021",1,"40.95705315, 26.63575014"
"May 25, 2021",1,"29.5071504, -98.57243481"
"May 25, 2021",2,"33.7649018, 11.02566832"
"May 25, 2021",1,"-17.816295, -69.187237"
"May 26, 2021",4,"33.7649018, 11.02566832"
"May 26, 2021",1,"28.65989473, -99.83025098"
"May 27, 2021",1,"33.7649018, 11.02566832"
"May 27, 2021",1,"32.352205, -113.3156345"
"May 27, 2021",1,"32.32535, -113.2892805"
"May 27, 2021",12,"24.52014162, -81.78465844"
"May 27, 2021",1,"29.63186286, 52.51236196"
"May 27, 2021",1,"29.63186286, 52.51236196"
"May 27, 2021",1,"29.63186286, 52.51236196"
"May 28, 2021",1,"32.02243503, -110.994575"
"May 28, 2021",1,"16.79811255, -91.20988585"
"May 28, 2021",1,"14.90657249, -92.26359259"
"May 28, 2021",42,"11.23659, -60.595425"
"May 28, 2021",1,"28.94479556, 51.04776985"
"May 29, 2021",1,"35.75996332, -5.93752017"
"May 29, 2021",1,"28.72383323, -100.5084339"
"May 29, 2021",1,"29.63186286, 52.51236196"
"May 30, 2021",3,"8.466724187, -77.69438886"
"May 30, 2021",36,"33.01479981, 12.54897854"
"May 31, 2021",1,"19.70339619, -98.45113375"
"May 31, 2021",34,"27.247328, -98.126699"
"June 01, 2021",25,"34.15134555, 11.75184166"
"June 01, 2021",1,"32.51201959, -114.2335269"
"June 01, 2021",1,"32.44482662, -114.446387"
"June 01, 2021",1,"31.64276473, -111.0571385"
"June 01, 2021",1,"35.68940913, 51.38958967"
"June 01, 2021",1,"30.27629382, 57.0662465"
"June 01, 2021",1,"31.3350096, 48.8702866"
"June 01, 2021",1,"31.05124289, 61.50177317"
"June 01, 2021",1,"30.27629382, 57.0662465"
"June 01, 2021",1,"32.75695, -114.81583"
"June 02, 2021",2,"33.13320662, 11.98298927"
"June 02, 2021",1,"28.70601548, -100.5121682"
"June 02, 2021",52,"27.93347104, -13.20495642"
"June 02, 2021",1,"29.47645121, 60.86744515"
"June 02, 2021",1,"34.03107046, 51.44519483"
"June 03, 2021",1,"26.931274, -98.145864"
"June 03, 2021",1,"32.008629, -111.747142"
"June 03, 2021",1,"32.013413, -111.640399"
"June 03, 2021",67,"33.01479981, 12.54897854"
"June 03, 2021",1,"31.96625955, 54.75878479"
"June 03, 2021",1,"31.96625955, 54.75878479"
"June 03, 2021",1,"27.35022729, 62.35316592"
"June 04, 2021",1,"32.817824, 12.450931"
"June 04, 2021",1,"27.127334, -98.389507"
"June 04, 2021",1,"28.70601548, -100.5121682"
"June 04, 2021",17,"27.93347104, -13.20495642"
"June 04, 2021",1,"30.27629382, 57.0662465"
"June 05, 2021",1,"32.2700864, -111.8504635"
"June 05, 2021",1,"31.4943, -109.217"
"June 05, 2021",1,"27.2865905, 57.6697047"
"June 05, 2021",1,"27.2865905, 57.6697047"
"June 05, 2021",1,"28.72996721, 53.33652472"
"June 05, 2021",1,"29.67778877, 52.52231927"
"June 05, 2021",1,"31.05124289, 61.50177317"
"June 06, 2021",1,"32.817824, 12.450931"
"June 06, 2021",1,"8.463178375, -77.6973089"
"June 06, 2021",1,"35.23669182, -3.92228062"
"June 06, 2021",1,"31.58979734, -111.2393548"
"June 06, 2021",1,"29.63186286, 52.51236196"
"June 06, 2021",1,"28.53386105, 51.10083473"
"June 06, 2021",1,"28.53386105, 51.10083473"
"June 07, 2021",1,"44.82494358, 15.83615663"
"June 07, 2021",1,"28.70601548, -100.5121682"
"June 07, 2021",1,"31.57152368, -111.3711987"
"June 07, 2021",1,"31.54269, -111.23446"
"June 08, 2021",1,"28.86035777, -100.5900667"
"June 08, 2021",1,"-22.86132167, -68.09857265"
"June 08, 2021",1,"-22.91728654, -67.79674134"
"June 08, 2021",1,"31.73991, -111.005163"
"June 08, 2021",1,"32.72816, -112.00154"
"June 09, 2021",1,"11.96414423, 43.28973237"
"June 09, 2021",1,"26.20468876, -98.5008908"
"June 09, 2021",1,"27.38965142, -99.49302361"
"June 09, 2021",1,"31.05124289, 61.50177317"
"June 09, 2021",1,"28.95046741, 57.57054013"
"June 10, 2021",1,"31.785267, -106.554545"
"June 10, 2021",1,"25.97777195, -97.51466326"
"June 10, 2021",1,"27.35501854, -99.48372901"
"June 10, 2021",1,"7.158230103, -73.09444462"
"June 10, 2021",1,"32.05753115, -108.330251"
"June 10, 2021",1,"31.05124289, 61.50177317"
"June 10, 2021",1,"30.27629382, 57.0662465"
"June 10, 2021",1,"28.95046741, 57.57054013"
"June 11, 2021",1,"31.754475, -106.426"
"June 11, 2021",1,"34.29823043, 11.45701073"
"June 11, 2021",2,"26.96045723, -79.11501934"
"June 11, 2021",1,"31.946783, -112.883883"
"June 11, 2021",1,"28.86914706, 61.16275687"
"June 11, 2021",1,"27.35022729, 62.35316592"
"June 12, 2021",3,"20.87840169, 92.30923042"
"June 12, 2021",1,"8.397944801, 47.93776988"
"June 12, 2021",1,"31.73784, -111.07666"
"June 12, 2021",1,"37.56427965, 44.95937698"
"June 12, 2021",1,"29.63186286, 52.51236196"
"June 13, 2021",2,"36.9389761, 11.10181266"
"June 13, 2021",1,"20.87840169, 92.30923042"
"June 13, 2021",2,"32.99993552, 11.98125712"
"June 13, 2021",1,"28.69871512, -100.5102039"
"June 13, 2021",1,"32.0884126, -107.4481688"
"June 13, 2021",1,"32.49750617, -114.480166"
"June 13, 2021",1,"32.45678168, -114.5297033"
"June 13, 2021",1,"31.701283, -111.93755"
"June 13, 2021",1,"31.40201, -110.76178"
"June 13, 2021",1,"31.59423, -111.72823"
"June 13, 2021",1,"27.1892535, 56.23307736"
"June 13, 2021",1,"44.822678, 15.902896"
"June 14, 2021",2,"20.87840169, 92.30923042"
"June 14, 2021",3,"33.04659627, 12.55254212"
"June 14, 2021",30,"12.60917091, 43.93431565"
"June 14, 2021",1,"31.87598, -111.76411"
"June 14, 2021",1,"31.73016, -112.16498"
"June 14, 2021",1,"35.68940913, 51.38958967"
"June 14, 2021",1,"27.21161534, 60.68482798"
"June 15, 2021",1,"32.817824, 12.450931"
"June 15, 2021",1,"35.87049967, -5.338425807"
"June 15, 2021",1,"33.63174624, -7.709904705"
"June 15, 2021",1,"41.70895577, 26.3584402"
"June 15, 2021",1,"44.68659195, 16.07802428"
"June 15, 2021",1,"-19.28209365, -68.61117155"
"June 15, 2021",1,"27.47874782, -99.4792803"
"June 15, 2021",1,"31.828, -111.35616"
"June 15, 2021",1,"31.975733, -112.14945"
"June 15, 2021",1,"27.35022729, 62.35316592"
"June 16, 2021",1,"31.78721121, -106.5457835"
"June 16, 2021",1,"31.80675321, -106.6199581"
"June 16, 2021",1,"25.89925589, -97.49857221"
"June 16, 2021",1,"9.426195864, -83.71262203"
"June 16, 2021",1,"19.57885023, -98.31507222"
"June 16, 2021",1,"32.7656389, -111.975583"
"June 16, 2021",1,"29.63186286, 52.51236196"
"June 17, 2021",5,"29.238504, -13.442276"
"June 17, 2021",1,"11.14202647, 42.71494991"
"June 17, 2021",1,"24.68244358, -14.87534885"
"June 17, 2021",1,"19.60223231, -98.13436917"
"June 17, 2021",1,"31.59371, -111.88175"
"June 17, 2021",1,"31.6654, -111.856917"
"June 17, 2021",1,"30.27629382, 57.0662465"
"June 17, 2021",1,"28.91397523, 50.92710097"
"June 17, 2021",7,"22.74041316, 5.619747032"
"June 18, 2021",1,"31.87142, -111.67391"
"June 19, 2021",1,"32.817824, 12.450931"
"June 19, 2021",1,"33.46233163, -112.3520941"
"June 19, 2021",71,"23.73506553, -16.0541794"
"June 19, 2021",1,"17.92067186, -94.9330168"
"June 19, 2021",1,"26.0987163, -98.27847646"
"June 19, 2021",1,"17.47146346, -91.42477594"
"June 19, 2021",1,"35.68940913, 51.38958967"
"June 19, 2021",1,"31.96625955, 54.75878479"
"June 19, 2021",1,"29.47645121, 60.86744515"
"June 19, 2021",1,"32.78393, -116.11895"
"June 20, 2021",1,"32.65816134, -115.4907367"
"June 20, 2021",1,"18.11252672, -95.45622108"
"June 20, 2021",7,"18.46615079, -83.56022847"
"June 20, 2021",1,"31.384382, -110.975182"
"June 20, 2021",1,"29.47645121, 60.86744515"
"June 21, 2021",1,"31.842883, -112.139983"
"June 21, 2021",1,"31.673833, -111.8814"
"June 21, 2021",1,"31.625417, -111.11985"
"June 21, 2021",1,"35.68940913, 51.38958967"
"June 22, 2021",2,"29.23247989, -100.1366453"
"June 22, 2021",15,"9.038525113, -76.33946531"
"June 22, 2021",1,"31.365315, -110.102389"
"June 22, 2021",1,"31.87844, -111.83726"
"June 22, 2021",1,"32.20701, -111.27506"
"June 22, 2021",1,"31.903966, -111.493689"
"June 22, 2021",1,"37.56427965, 44.95937698"
"June 23, 2021",1,"31.52076745, -104.482768"
"June 23, 2021",2,"28.94451373, -100.3304508"
"June 23, 2021",2,"27.5236535, -99.51220273"
"June 24, 2021",1,"27.16606866, -15.58094782"
"June 24, 2021",1,"32.817824, 12.450931"
"June 24, 2021",1,"29.36995037, -101.0726338"
"June 24, 2021",1,"31.69140966, -106.4265637"
"June 24, 2021",20,"21.514388, -71.043143"
"June 24, 2021",1,"31.8454, -111.3473"
"June 24, 2021",1,"31.38989, -110.10595"
"June 24, 2021",1,"32.25398987, 52.50577501"
"June 24, 2021",1,"29.47645121, 60.86744515"
"June 24, 2021",1,"29.47645121, 60.86744515"
"June 24, 2021",1,"29.47645121, 60.86744515"
"June 24, 2021",1,"29.1403563, 58.1782498"
"June 25, 2021",24,"21.28937362, 0.999485158"
"June 25, 2021",1,"32.20058324, -110.9037255"
"June 25, 2021",1,"27.5236535, -99.51220273"
"June 25, 2021",1,"31.63675, -111.51941"
"June 25, 2021",1,"28.95046741, 57.57054013"
"June 25, 2021",1,"28.91397523, 50.92710097"
"June 25, 2021",1,"28.23007995, 61.19603687"
"June 26, 2021",1,"32.94011015, 12.08667864"
"June 26, 2021",1,"32.65485255, -116.2463698"
"June 26, 2021",1,"28.6936675, -100.5106763"
"June 26, 2021",1,"31.816233, -112.560717"
"June 26, 2021",46,"33.01479981, 12.54897854"
"June 26, 2021",1,"35.68940913, 51.38958967"
"June 27, 2021",1,"26.3500742, -15.55680579"
"June 27, 2021",2,"33.8134549, 11.03207887"
"June 27, 2021",40,"26.1246968, -14.59550817"
"June 27, 2021",3,"37.97424245, 42.64689044"
"June 27, 2021",1,"30.52044183, -104.8739003"
"June 27, 2021",1,"30.5787, -104.89828"
"June 28, 2021",2,"27.65035716, -15.58204989"
"June 28, 2021",22,"34.87695, 11.15669"
"June 28, 2021",1,"17.17872459, -93.57205686"
"June 28, 2021",1,"31.86785, -112.1309"
"June 28, 2021",1,"31.67793, -111.85005"
"June 28, 2021",1,"31.579227, -111.722799"
"June 28, 2021",1,"30.89202146, 61.68389773"
"June 29, 2021",18,"28.127946, -13.872245"
"June 29, 2021",1,"45.03109, 16.35569"
"June 29, 2021",1,"19.41460771, -98.13470713"
"June 29, 2021",1,"32.40244, -113.13169"
"June 29, 2021",1,"32.0577019, -112.1430215"
"June 29, 2021",1,"32.59528, -111.99042"
"June 29, 2021",1,"32.40244, -113.13169"
"June 29, 2021",1,"32.213049, 54.079164"
"June 29, 2021",1,"27.35022729, 62.35316592"
"June 30, 2021",16,"35.42625723, 12.60431809"
"June 30, 2021",3,"34.88019519, 10.67235167"
"June 30, 2021",2,"45.526681, 14.920106"
"June 30, 2021",1,"32.60582, -116.81832"
"June 30, 2021",10,"34.71990251, 10.79592473"
"June 30, 2021",1,"32.59735134, -116.7849622"
"June 30, 2021",17,"36.03409952, 0.023477819"
"June 30, 2021",13,"27.247328, -98.126699"
"June 30, 2021",1,"32.0805, -113.272667"
"June 30, 2021",1,"31.82985, -111.781767"
"June 30, 2021",1,"31.60263689, -111.3146667"
"June 30, 2021",1,"36.8127762, 59.0964723"
"July 01, 2021",5,"34.88019519, 10.67235167"
"July 01, 2021",1,"28.31588041, -100.3774898"
"July 01, 2021",11,"36.6131885, 2.189831228"
"July 01, 2021",1,"19.2683361, -68.63540398"
"July 01, 2021",1,"32.25398987, 52.50577501"
"July 01, 2021",1,"26.526372, 54.013255"
"July 01, 2021",1,"25.305077, 60.657897"
"July 01, 2021",1,"29.63186286, 52.51236196"
"July 01, 2021",1,"27.1793466, 56.2781423"
"July 01, 2021",1,"29.516516, 60.851173"
"July 02, 2021",2,"32.79305271, 12.72579484"
"July 02, 2021",6,"32.94011015, 12.08667864"
"July 02, 2021",8,"32.79305271, 12.72579484"
"July 02, 2021",4,"32.79305271, 12.72579484"
"July 02, 2021",1,"27.50327832, -99.52799411"
"July 02, 2021",1,"31.5835, -111.743167"
"July 02, 2021",1,"27.673846, 54.312756"
"July 02, 2021",1,"27.21161534, 60.68482798"
"July 02, 2021",1,"27.35022729, 62.35316592"
"July 03, 2021",3,"35.08259488, 10.99725328"
"July 03, 2021",1,"35.733824, -0.85511"
"July 03, 2021",12,"35.25755668, -3.909738195"
"July 03, 2021",37,"33.51423538, 11.12653239"
"July 03, 2021",2,"33.51423538, 11.12653239"
"July 03, 2021",14,"34.71990251, 10.79592473"
"July 03, 2021",1,"39.4519, -0.09907"
"July 03, 2021",1,"31.05124289, 61.50177317"
"July 04, 2021",3,"34.79575492, 10.85210783"
"July 04, 2021",7,"32.79305271, 12.72579484"
"July 04, 2021",6,"32.79305271, 12.72579484"
"July 04, 2021",4,"34.71990251, 10.79592473"
"July 04, 2021",21,"34.71990251, 10.79592473"
"July 04, 2021",1,"11.3092574, 42.92740692"
"July 04, 2021",3,"4.212583373, -74.99532582"
"July 05, 2021",2,"32.94011015, 12.08667864"
"July 05, 2021",21,"34.71990251, 10.79592473"
"July 05, 2021",9,"24.279929, -81.5048832"
"July 05, 2021",1,"28.91397523, 50.92710097"
"July 06, 2021",1,"41.24895894, 26.35655359"
"July 06, 2021",1,"32.796617, 12.752589"
"July 06, 2021",1,"32.61612324, -115.8408434"
"July 06, 2021",2,"18.11522379, -70.31819296"
"July 06, 2021",1,"31.93265, -112.3656"
"July 06, 2021",1,"31.791667, -111.953683"
"July 06, 2021",1,"30.30573986, 56.00364259"
"July 07, 2021",8,"36.55367, 1.123668"
"July 07, 2021",1,"31.88472913, 54.33057395"
"July 07, 2021",1,"32.718267, -114.888787"
"July 08, 2021",20,"18.33941698, -68.94225284"
"July 08, 2021",1,"31.62846, -111.803"
"July 08, 2021",1,"31.906839, -111.839814"
"July 08, 2021",1,"31.05124289, 61.50177317"
"July 08, 2021",1,"30.27629382, 57.0662465"
"July 09, 2021",1,"32.416533, -111.65485"
"July 09, 2021",1,"30.27629382, 57.0662465"
"July 09, 2021",1,"32.25398987, 52.50577501"
"July 09, 2021",1,"32.6971, -116.08127"
"July 09, 2021",1,"32.779775, -115.568425"
"July 10, 2021",8,"34.71990251, 10.79592473"
"July 10, 2021",1,"26.40729886, -99.04754947"
"July 10, 2021",1,"31.3694, -110.09"
"July 10, 2021",1,"27.35022729, 62.35316592"
"July 10, 2021",1,"30.668333, 51.588056"
"July 11, 2021",11,"38.99725095, 43.75997909"
"July 11, 2021",12,"32.85868201, 12.2449859"
"July 11, 2021",3,"32.85868201, 12.2449859"
"July 11, 2021",2,"32.85868201, 12.2449859"
"July 11, 2021",1,"19.17897262, -97.90315729"
"July 11, 2021",6,"40.12453287, -102.7255099"
"July 11, 2021",1,"30.27629382, 57.0662465"
"July 12, 2021",16,"26.1141318, -14.50875258"
"July 12, 2021",1,"31.5991, -111.73212"
"July 12, 2021",1,"32.1105, -114.93214"
"July 13, 2021",1,"31.49607, -109.32333"
"July 13, 2021",1,"29.907916, 56.586928"
"July 14, 2021",3,"34.74008415, 13.08897064"
"July 14, 2021",1,"24.79530743, 34.50681773"
"July 14, 2021",1,"27.63791754, -15.70822938"
"July 14, 2021",1,"28.95046741, 57.57054013"
"July 14, 2021",22,"36.07023884, 4.761893153"
"July 15, 2021",1,"31.5115, -110.7475"
"July 15, 2021",1,"35.68940913, 51.38958967"
"July 15, 2021",1,"30.30573986, 56.00364259"
"July 15, 2021",1,"27.190837, 60.479822"
"July 15, 2021",1,"31.88472913, 54.33057395"
"July 15, 2021",1,"29.63186286, 52.51236196"
"July 15, 2021",1,"29.47645121, 60.86744515"
"July 15, 2021",1,"30.30573986, 56.00364259"
"July 16, 2021",1,"11.01191444, -74.81761458"
"July 16, 2021",1,"31.705467, -111.882083"
"July 16, 2021",1,"31.90575, -111.7615"
"July 16, 2021",1,"31.59611, -109.49583"
"July 16, 2021",1,"30.30573986, 56.00364259"
"July 17, 2021",1,"26.03362, -97.742664"
"July 17, 2021",1,"32.83925342, 13.00863512"
